skin_tone,nail_shape,nail_length,style_preference,occasion,recommended_design
warm,oval,medium,classic,wedding,Korean Pink
neutral,square,short,classic,wedding,French Classic
warm,round,short,bold,wedding,Glitter Gold
neutral,almond,short,minimal,wedding,Minimal Nude
neutral,oval,medium,classic,date,French Classic
cool,stiletto,short,minimal,party,Korean Pink
neutral,coffin,long,minimal,daily,Minimal Nude
warm,round,short,minimal,work,Minimal Nude
cool,square,long,bold,daily,Cat Eye
cool,stiletto,short,minimal,daily,Minimal Nude
neutral,squoval,short,minimal,wedding,Minimal Nude
cool,round,short,bold,party,Marble
cool,squoval,short,classic,party,Korean Pink
warm,oval,medium,classic,party,Glitter Gold
warm,almond,long,bold,work,Cat Eye
cool,squoval,long,classic,daily,French Classic
warm,squoval,short,bold,date,Cat Eye
neutral,stiletto,short,classic,wedding,French Classic
cool,square,long,bold,wedding,Marble
warm,round,medium,bold,work,Minimal Nude
warm,stiletto,medium,bold,wedding,Glitter Gold
warm,oval,short,minimal,work,Minimal Nude
neutral,round,short,bold,party,Terracotta Swirl
warm,oval,short,bold,wedding,Glitter Gold
neutral,square,long,minimal,wedding,Terracotta Swirl
neutral,oval,long,minimal,party,Terracotta Swirl
warm,squoval,short,minimal,daily,Minimal Nude
warm,round,long,classic,daily,French Classic
neutral,oval,short,classic,work,French Classic
cool,round,short,minimal,date,Minimal Nude
warm,stiletto,short,bold,wedding,Glitter Gold
cool,coffin,long,classic,date,Korean Pink
cool,square,short,minimal,party,Korean Pink
cool,coffin,medium,minimal,date,Korean Pink
neutral,stiletto,medium,minimal,date,Minimal Nude
cool,square,long,bold,wedding,Marble
neutral,round,long,bold,party,Terracotta Swirl
neutral,round,short,bold,wedding,Terracotta Swirl
neutral,oval,long,bold,daily,Terracotta Swirl
warm,square,long,minimal,work,Minimal Nude
cool,oval,long,minimal,wedding,Marble
cool,oval,short,bold,daily,French Classic
warm,coffin,short,minimal,party,Minimal Nude
cool,oval,medium,classic,party,Korean Pink
cool,round,medium,bold,work,Cat Eye
warm,stiletto,short,classic,daily,French Classic
warm,round,medium,minimal,party,Minimal Nude
warm,almond,short,classic,date,French Classic
cool,coffin,short,classic,work,French Classic
cool,oval,short,minimal,wedding,Korean Pink
warm,squoval,long,bold,date,Glitter Gold
cool,square,short,minimal,daily,Minimal Nude
neutral,stiletto,medium,minimal,daily,Minimal Nude
cool,round,medium,bold,date,Cat Eye
warm,round,short,minimal,wedding,Minimal Nude
cool,stiletto,short,classic,party,Korean Pink
neutral,square,short,bold,date,Cat Eye
cool,squoval,medium,minimal,party,Marble
cool,square,short,classic,date,Berry Jelly
neutral,round,short,bold,wedding,Terracotta Swirl
cool,stiletto,long,minimal,date,Berry Jelly
neutral,squoval,long,bold,party,Terracotta Swirl
warm,squoval,medium,minimal,party,Minimal Nude
neutral,round,long,bold,date,Terracotta Swirl
neutral,almond,short,minimal,party,Minimal Nude
warm,oval,short,minimal,daily,Minimal Nude
neutral,squoval,short,bold,work,French Classic
cool,square,long,minimal,daily,Minimal Nude
cool,almond,medium,classic,date,Korean Pink
warm,stiletto,long,bold,date,Glitter Gold
cool,round,medium,minimal,work,Minimal Nude
neutral,stiletto,short,minimal,date,Minimal Nude
cool,stiletto,long,classic,party,Korean Pink
neutral,squoval,long,bold,party,Marble
cool,oval,long,bold,party,Terracotta Swirl
neutral,oval,short,bold,party,Terracotta Swirl
cool,round,medium,classic,wedding,Korean Pink
cool,stiletto,long,bold,daily,Cat Eye
warm,oval,medium,bold,party,Glitter Gold
cool,square,long,classic,date,Korean Pink
warm,squoval,short,classic,party,French Classic
cool,stiletto,short,bold,work,Korean Pink
neutral,squoval,short,bold,date,Cat Eye
warm,stiletto,short,minimal,daily,Minimal Nude
cool,coffin,short,classic,wedding,Korean Pink
neutral,squoval,long,minimal,daily,Minimal Nude
cool,almond,medium,minimal,party,Korean Pink
cool,square,short,classic,daily,French Classic
cool,round,short,bold,work,French Classic
neutral,oval,long,minimal,wedding,Terracotta Swirl
neutral,round,long,minimal,party,Terracotta Swirl
neutral,oval,long,minimal,work,Minimal Nude
cool,coffin,long,bold,wedding,Marble
cool,stiletto,medium,classic,wedding,Korean Pink
cool,coffin,long,bold,party,Marble
warm,almond,long,classic,date,Korean Pink
neutral,square,medium,bold,daily,Cat Eye
cool,square,long,classic,wedding,Korean Pink
neutral,coffin,medium,minimal,work,Minimal Nude
warm,round,long,classic,wedding,Glitter Gold
neutral,round,long,classic,wedding,Korean Pink
cool,squoval,medium,bold,daily,Cat Eye
neutral,stiletto,short,classic,work,French Classic
neutral,stiletto,medium,bold,wedding,Terracotta Swirl
warm,stiletto,long,bold,work,Cat Eye
cool,oval,long,classic,date,Korean Pink
warm,coffin,medium,bold,daily,Cat Eye
warm,coffin,medium,classic,wedding,Korean Pink
neutral,square,medium,minimal,party,Marble
neutral,almond,long,minimal,party,Terracotta Swirl
neutral,round,long,classic,date,Korean Pink
warm,stiletto,short,minimal,work,Minimal Nude
neutral,squoval,short,classic,work,French Classic
cool,square,long,minimal,wedding,Marble
warm,squoval,medium,minimal,work,Minimal Nude
warm,squoval,short,minimal,date,Minimal Nude
cool,squoval,medium,classic,party,Marble
warm,coffin,medium,minimal,wedding,Minimal Nude
neutral,oval,short,bold,daily,French Classic
warm,oval,long,classic,wedding,Glitter Gold
cool,almond,long,classic,work,Korean Pink
cool,square,medium,bold,date,Cat Eye
cool,squoval,long,minimal,wedding,Marble
cool,square,short,minimal,party,Korean Pink
neutral,oval,short,bold,daily,French Classic
warm,round,medium,bold,daily,Cat Eye
neutral,square,long,bold,daily,Terracotta Swirl
warm,coffin,short,bold,daily,Minimal Nude
cool,squoval,medium,minimal,date,Korean Pink
neutral,oval,short,bold,daily,French Classic
neutral,round,long,bold,wedding,Terracotta Swirl
neutral,oval,medium,minimal,date,Minimal Nude
warm,square,short,minimal,party,Minimal Nude
warm,stiletto,medium,bold,work,Cat Eye
cool,square,short,minimal,date,Minimal Nude
warm,coffin,medium,classic,work,Korean Pink
warm,round,long,bold,party,Glitter Gold
warm,stiletto,long,minimal,daily,Minimal Nude
neutral,oval,medium,classic,wedding,Korean Pink
warm,stiletto,short,minimal,wedding,Minimal Nude
neutral,square,medium,bold,daily,Cat Eye
warm,stiletto,short,bold,work,Minimal Nude
cool,almond,medium,bold,daily,Cat Eye
cool,oval,short,classic,party,Korean Pink
cool,stiletto,medium,bold,party,Marble
neutral,stiletto,short,minimal,work,Minimal Nude
warm,stiletto,short,minimal,party,Minimal Nude
cool,stiletto,long,bold,party,Marble
cool,stiletto,medium,bold,daily,Cat Eye
neutral,oval,medium,classic,daily,French Classic
cool,round,short,classic,wedding,French Classic
neutral,stiletto,long,bold,date,Terracotta Swirl
neutral,stiletto,medium,bold,date,Cat Eye
neutral,round,medium,bold,work,Cat Eye
neutral,coffin,long,classic,work,French Classic
neutral,almond,short,minimal,work,Minimal Nude
cool,stiletto,medium,minimal,daily,Minimal Nude
cool,oval,medium,classic,daily,French Classic
neutral,coffin,medium,classic,work,Korean Pink
neutral,squoval,short,classic,party,French Classic
cool,coffin,long,minimal,daily,Minimal Nude
warm,almond,long,minimal,daily,Minimal Nude
neutral,coffin,medium,bold,date,Cat Eye
neutral,squoval,medium,classic,daily,French Classic
cool,square,long,bold,date,Marble
neutral,square,long,classic,daily,Berry Jelly
warm,round,medium,classic,wedding,Korean Pink
cool,coffin,short,minimal,work,Minimal Nude
neutral,coffin,long,classic,daily,French Classic
warm,oval,short,classic,work,French Classic
warm,coffin,medium,minimal,party,Terracotta Swirl
neutral,almond,short,classic,party,French Classic
neutral,oval,medium,minimal,date,Minimal Nude
neutral,squoval,long,classic,date,Korean Pink
warm,coffin,long,minimal,work,Minimal Nude
neutral,almond,long,classic,date,Korean Pink
cool,almond,long,minimal,wedding,Marble
cool,square,medium,minimal,work,Minimal Nude
neutral,coffin,long,classic,date,Korean Pink
neutral,coffin,long,bold,work,Cat Eye
neutral,coffin,medium,bold,wedding,Terracotta Swirl
warm,coffin,long,minimal,date,Minimal Nude
neutral,square,long,minimal,wedding,Terracotta Swirl
neutral,almond,long,bold,party,Terracotta Swirl
neutral,square,medium,minimal,date,Minimal Nude
cool,oval,short,bold,daily,French Classic
warm,square,long,classic,work,French Classic
neutral,stiletto,medium,minimal,date,Korean Pink
warm,almond,long,bold,date,Glitter Gold
neutral,coffin,long,classic,work,French Classic
neutral,square,long,bold,daily,Terracotta Swirl
cool,squoval,long,classic,date,French Classic
cool,oval,long,classic,work,Korean Pink
neutral,coffin,long,classic,date,Korean Pink
neutral,oval,long,minimal,wedding,Terracotta Swirl
neutral,round,short,minimal,date,Minimal Nude
warm,squoval,medium,bold,wedding,Glitter Gold
neutral,stiletto,medium,minimal,wedding,Minimal Nude
warm,round,short,classic,date,Korean Pink
neutral,stiletto,long,classic,party,Terracotta Swirl
neutral,square,short,bold,wedding,Terracotta Swirl
warm,almond,short,bold,work,Minimal Nude
neutral,squoval,short,classic,work,French Classic
neutral,square,medium,classic,wedding,Korean Pink
neutral,almond,medium,bold,daily,Cat Eye
cool,squoval,short,bold,date,Cat Eye
warm,round,long,classic,party,Glitter Gold
warm,squoval,medium,bold,wedding,Cat Eye
cool,almond,long,classic,party,Marble
warm,square,long,minimal,daily,Minimal Nude
neutral,almond,short,bold,daily,French Classic
neutral,stiletto,short,bold,party,Terracotta Swirl
warm,almond,long,bold,party,Glitter Gold
warm,coffin,long,minimal,daily,Minimal Nude
cool,round,short,minimal,daily,Minimal Nude
cool,almond,short,bold,work,French Classic
cool,squoval,medium,bold,party,Marble
warm,squoval,long,minimal,date,Terracotta Swirl
neutral,round,long,bold,daily,Terracotta Swirl
warm,square,long,minimal,wedding,Glitter Gold
cool,almond,short,classic,party,Korean Pink
neutral,round,medium,minimal,date,Minimal Nude
neutral,squoval,long,classic,work,French Classic
neutral,coffin,medium,minimal,date,Minimal Nude
warm,round,short,minimal,date,Minimal Nude
neutral,almond,short,classic,work,French Classic
neutral,square,short,classic,date,French Classic
warm,oval,long,classic,work,French Classic
neutral,stiletto,long,minimal,date,Minimal Nude
neutral,round,medium,bold,daily,Cat Eye
warm,coffin,long,classic,wedding,Glitter Gold
neutral,coffin,short,minimal,wedding,Minimal Nude
warm,square,medium,classic,wedding,Korean Pink
cool,coffin,long,minimal,date,Korean Pink
cool,squoval,short,minimal,wedding,Korean Pink
warm,coffin,long,bold,party,Glitter Gold
cool,oval,long,bold,wedding,Marble
cool,squoval,medium,classic,party,Korean Pink
warm,coffin,long,minimal,wedding,Glitter Gold
warm,almond,short,classic,daily,French Classic
warm,stiletto,long,bold,daily,Glitter Gold
neutral,squoval,long,minimal,daily,Minimal Nude
neutral,almond,medium,bold,work,Cat Eye
warm,stiletto,long,bold,wedding,Glitter Gold
neutral,almond,short,classic,wedding,French Classic
neutral,oval,long,bold,work,Cat Eye
warm,squoval,short,minimal,date,Minimal Nude
neutral,stiletto,short,bold,party,Terracotta Swirl
warm,oval,medium,minimal,daily,Minimal Nude
warm,round,long,minimal,date,Minimal Nude
cool,squoval,medium,classic,daily,Berry Jelly
cool,round,long,bold,wedding,Marble
cool,almond,long,bold,work,Cat Eye
cool,square,long,bold,daily,Cat Eye
cool,oval,long,classic,wedding,Korean Pink
cool,squoval,medium,bold,daily,Cat Eye
warm,squoval,short,minimal,daily,Minimal Nude
cool,oval,short,minimal,work,Minimal Nude
neutral,stiletto,short,bold,work,French Classic
cool,coffin,short,classic,party,Korean Pink
neutral,oval,long,classic,daily,French Classic
warm,almond,long,minimal,work,Minimal Nude
warm,almond,short,minimal,work,Minimal Nude
warm,almond,medium,bold,date,Cat Eye
neutral,coffin,long,classic,daily,French Classic
neutral,squoval,medium,minimal,work,Minimal Nude
neutral,oval,long,minimal,date,Minimal Nude
cool,oval,long,bold,wedding,Marble
neutral,almond,short,minimal,party,Minimal Nude
warm,round,short,bold,date,Cat Eye
warm,almond,short,minimal,party,Minimal Nude
neutral,round,long,bold,daily,Marble
warm,almond,long,minimal,party,Glitter Gold
cool,stiletto,short,bold,date,Cat Eye
cool,stiletto,medium,classic,date,Korean Pink
neutral,almond,short,classic,work,French Classic
warm,stiletto,short,classic,date,French Classic
cool,square,short,minimal,daily,Minimal Nude
warm,almond,short,classic,work,French Classic
cool,squoval,medium,minimal,work,Minimal Nude
neutral,square,medium,bold,party,Terracotta Swirl
neutral,square,long,classic,work,French Classic
neutral,squoval,short,classic,date,French Classic
cool,square,long,classic,party,Korean Pink
neutral,round,long,minimal,party,Terracotta Swirl
warm,round,short,bold,party,Glitter Gold
neutral,almond,long,bold,daily,Terracotta Swirl
neutral,round,short,minimal,party,Minimal Nude
cool,round,short,classic,work,French Classic
neutral,round,long,classic,party,Terracotta Swirl
neutral,square,long,bold,daily,Terracotta Swirl
warm,coffin,medium,classic,daily,French Classic
neutral,stiletto,long,classic,work,Berry Jelly
neutral,almond,long,minimal,date,Minimal Nude
warm,square,short,bold,daily,Minimal Nude
warm,square,medium,classic,party,Glitter Gold
warm,almond,short,bold,daily,Minimal Nude
neutral,square,long,bold,date,Terracotta Swirl
cool,oval,long,minimal,party,Marble
neutral,round,medium,minimal,party,Terracotta Swirl
neutral,round,long,classic,wedding,Korean Pink
neutral,square,long,bold,wedding,Terracotta Swirl
cool,almond,medium,minimal,wedding,Korean Pink
cool,coffin,medium,bold,daily,Cat Eye
cool,round,medium,bold,work,Cat Eye
warm,stiletto,medium,classic,wedding,Korean Pink
warm,coffin,medium,minimal,wedding,Terracotta Swirl
neutral,stiletto,medium,minimal,date,Minimal Nude
cool,square,medium,minimal,date,Korean Pink
neutral,coffin,short,classic,work,French Classic
warm,stiletto,medium,minimal,work,Minimal Nude
warm,stiletto,long,classic,work,French Classic
warm,round,long,bold,party,Glitter Gold
neutral,round,medium,classic,date,Korean Pink
neutral,stiletto,medium,classic,work,French Classic
neutral,square,medium,minimal,date,Minimal Nude
neutral,stiletto,medium,classic,date,French Classic
cool,stiletto,long,minimal,party,Marble
neutral,almond,medium,classic,daily,French Classic
cool,almond,short,classic,wedding,Korean Pink
cool,oval,long,classic,work,Korean Pink
neutral,square,medium,minimal,party,Terracotta Swirl
cool,coffin,medium,classic,party,Korean Pink
warm,almond,short,bold,work,Minimal Nude
neutral,square,short,bold,party,Terracotta Swirl
warm,oval,long,minimal,party,Glitter Gold
warm,squoval,medium,minimal,date,Minimal Nude
cool,stiletto,medium,classic,wedding,Korean Pink
neutral,round,medium,minimal,work,French Classic
cool,stiletto,long,minimal,party,Marble
cool,square,medium,bold,date,Cat Eye
cool,square,short,classic,daily,French Classic
neutral,almond,short,bold,date,Cat Eye
neutral,oval,medium,classic,wedding,Korean Pink
cool,stiletto,long,classic,daily,Korean Pink
cool,squoval,long,minimal,work,Minimal Nude
cool,squoval,long,bold,date,Marble
warm,round,short,classic,work,French Classic
neutral,square,long,classic,date,Korean Pink
cool,squoval,medium,bold,date,Cat Eye
cool,squoval,short,minimal,daily,Minimal Nude
warm,coffin,medium,bold,daily,Cat Eye
cool,round,short,minimal,party,Korean Pink
warm,stiletto,medium,bold,daily,Cat Eye
neutral,oval,short,bold,party,Terracotta Swirl
warm,coffin,medium,classic,work,French Classic
warm,round,short,bold,wedding,Glitter Gold
cool,stiletto,medium,classic,date,Korean Pink
neutral,squoval,short,bold,date,Cat Eye
neutral,squoval,long,bold,date,Terracotta Swirl
neutral,coffin,long,classic,wedding,Korean Pink
warm,stiletto,short,classic,wedding,French Classic
cool,oval,medium,minimal,daily,Minimal Nude
warm,square,medium,classic,date,Korean Pink
cool,square,short,classic,wedding,Korean Pink
warm,almond,medium,minimal,party,Minimal Nude
cool,squoval,short,minimal,party,Korean Pink
warm,square,short,classic,work,French Classic
neutral,stiletto,long,bold,wedding,Terracotta Swirl
neutral,almond,medium,classic,work,French Classic
warm,oval,medium,minimal,party,Minimal Nude
cool,coffin,long,classic,work,Korean Pink
warm,round,long,minimal,work,Minimal Nude
cool,square,short,bold,party,Marble
warm,round,short,minimal,party,Minimal Nude
cool,square,medium,classic,party,Korean Pink
warm,square,short,minimal,daily,Minimal Nude
cool,round,long,classic,work,Korean Pink
cool,stiletto,medium,minimal,daily,Minimal Nude
neutral,oval,medium,classic,work,French Classic
warm,oval,medium,bold,daily,Cat Eye
warm,squoval,medium,bold,wedding,Glitter Gold
warm,coffin,long,minimal,date,Minimal Nude
